state,city,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
Andhra_Pradesh,Anantapur,29-08-2025 13:00:00,14.675886,77.593027,CO,23,30,26
Andhra_Pradesh,Chittoor,29-08-2025 13:00:00,13.20488,79.097889,SO2,21,22,22
Andhra_Pradesh,Chittoor,29-08-2025 13:00:00,13.20488,79.097889,CO,48,105,58
Andhra_Pradesh,Rajamahendravaram,29-08-2025 13:00:00,16.9872867,81.7363176,PM10,13,37,22
Andhra_Pradesh,Tirumala,29-08-2025 13:00:00,13.67,79.35,CO,1,44,18
Andhra_Pradesh,Vijayawada,29-08-2025 13:00:00,16.536107,80.594233,PM2.5,55,80,67
Andhra_Pradesh,Vijayawada,29-08-2025 13:00:00,16.536107,80.594233,PM10,56,77,64
Arunachal_Pradesh,Naharlagun,29-08-2025 13:00:00,27.103358,93.679645,CO,4,30,7
Assam,Byrnihat,29-08-2025 13:00:00,26.071318,91.87488,NO2,NA,NA,NA
Assam,Byrnihat,29-08-2025 13:00:00,26.071318,91.87488,CO,32,54,47
Assam,Guwahati,29-08-2025 13:00:00,26.2028636,91.70046436,NH3,5,5,5
Assam,Guwahati,29-08-2025 13:00:00,26.2028636,91.70046436,OZONE,1,26,12
Assam,Guwahati,29-08-2025 13:00:00,26.10887,91.589544,OZONE,11,18,15
Bihar,Arrah,29-08-2025 13:00:00,25.5626095,84.663264,CO,15,68,48
Bihar,Aurangabad,29-08-2025 13:00:00,24.75746,84.366208,CO,14,44,15
Bihar,Begusarai,29-08-2025 13:00:00,25.42742023,86.13886079,CO,24,68,51
Bihar,Begusarai,29-08-2025 13:00:00,25.42742023,86.13886079,OZONE,29,66,44
Bihar,Bettiah,29-08-2025 13:00:00,26.80365,84.51954,PM2.5,3,27,14
Andhra_Pradesh,Vijayawada,29-08-2025 13:00:00,16.536107,80.594233,CO,34,44,39
Andhra_Pradesh,Vijayawada,29-08-2025 13:00:00,16.509717,80.612222,NO2,4,48,26
Andhra_Pradesh,Visakhapatnam,29-08-2025 13:00:00,17.72,83.3,PM2.5,31,99,58
Andhra_Pradesh,Visakhapatnam,29-08-2025 13:00:00,17.72,83.3,OZONE,10,16,12
Assam,Guwahati,29-08-2025 13:00:00,26.1875,91.744194,OZONE,18,18,18
Assam,Nagaon,29-08-2025 13:00:00,26.349082,92.68449,OZONE,8,9,9
Assam,Nalbari,29-08-2025 13:00:00,26.446912,91.439057,PM2.5,49,51,50
Assam,Nalbari,29-08-2025 13:00:00,26.446912,91.439057,OZONE,4,27,12
Bihar,Bettiah,29-08-2025 13:00:00,26.80365,84.51954,OZONE,23,26,24
Bihar,Bhagalpur,29-08-2025 13:00:00,25.251013,86.989001,OZONE,12,22,17
Bihar,Bhagalpur,29-08-2025 13:00:00,25.265194,87.012947,CO,2,68,38
Bihar,Bihar Sharif,29-08-2025 13:00:00,25.204762,85.51496,SO2,8,10,10
Bihar,Gaya,29-08-2025 13:00:00,24.7955,84.9994,PM2.5,2,87,39
Bihar,Gaya,29-08-2025 13:00:00,24.792403,84.992416,PM10,22,83,55
Bihar,Hajipur,29-08-2025 13:00:00,25.697189,85.2459,PM10,25,50,37
Bihar,Hajipur,29-08-2025 13:00:00,25.697189,85.2459,NO2,9,18,12
Bihar,Hajipur,29-08-2025 13:00:00,25.697189,85.2459,CO,8,18,13
Andhra_Pradesh,Amaravati,29-08-2025 13:00:00,16.5150833,80.5181667,PM2.5,NA,NA,NA
Assam,Sivasagar,29-08-2025 13:00:00,26.987634,94.636574,NH3,3,4,3
Bihar,Rajgir,29-08-2025 13:00:00,25.0328,85.41948,NH3,5,8,6
Bihar,Saharsa,29-08-2025 13:00:00,25.892357,86.590325,OZONE,6,17,12
Bihar,Samastipur,29-08-2025 13:00:00,25.859655,85.77944,PM10,78,155,114
Bihar,Sasaram,29-08-2025 13:00:00,24.952822,84.002396,PM2.5,8,20,14
Bihar,Siwan,29-08-2025 13:00:00,26.2271665,84.3570427,PM2.5,24,29,27
Bihar,Siwan,29-08-2025 13:00:00,26.2271665,84.3570427,PM10,20,26,24
Bihar,Siwan,29-08-2025 13:00:00,26.2271665,84.3570427,SO2,2,9,5
Bihar,Siwan,29-08-2025 13:00:00,26.2271665,84.3570427,CO,44,47,46
Bihar,Muzaffarpur,29-08-2025 13:00:00,26.11442,85.39813,SO2,2,5,3
Bihar,Muzaffarpur,29-08-2025 13:00:00,26.1403345,85.3650192,NO2,9,14,11
Bihar,Muzaffarpur,29-08-2025 13:00:00,26.1403345,85.3650192,NH3,2,4,2
Bihar,Muzaffarpur,29-08-2025 13:00:00,26.1403345,85.3650192,CO,42,88,60
Bihar,Muzaffarpur,29-08-2025 13:00:00,26.1209,85.3647,PM2.5,32,72,47
Bihar,Patna,29-08-2025 13:00:00,25.586562,85.043586,PM2.5,10,22,16
Bihar,Patna,29-08-2025 13:00:00,25.592539,85.227158,OZONE,9,12,10
Bihar,Patna,29-08-2025 13:00:00,25.610369,85.132568,CO,68,89,84
Bihar,Patna,29-08-2025 13:00:00,25.619651,85.147382,SO2,2,12,6
Bihar,Patna,29-08-2025 13:00:00,25.619651,85.147382,CO,30,67,49
Bihar,Patna,29-08-2025 13:00:00,25.599486,85.113666,PM2.5,16,63,50
Bihar,Patna,29-08-2025 13:00:00,25.599486,85.113666,NO2,22,27,24
Bihar,Patna,29-08-2025 13:00:00,25.599486,85.113666,CO,13,32,18
Bihar,Rajgir,29-08-2025 13:00:00,25.0328,85.41948,PM10,32,57,44
Bihar,Kishanganj,29-08-2025 13:00:00,26.0881305,87.93840336,NH3,3,3,3
Bihar,Kishanganj,29-08-2025 13:00:00,26.0881305,87.93840336,SO2,4,10,8
Bihar,Kishanganj,29-08-2025 13:00:00,26.0881305,87.93840336,CO,21,56,32
Bihar,Manguraha,29-08-2025 13:00:00,27.308328,84.531742,NH3,1,1,1
Bihar,Manguraha,29-08-2025 13:00:00,27.308328,84.531742,CO,4,36,23
Bihar,Muzaffarpur,29-08-2025 13:00:00,26.11442,85.39813,PM2.5,19,36,27
Chhattisgarh,Bhilai,29-08-2025 13:00:00,21.224231,81.40835,SO2,7,11,8
Chhattisgarh,Bilaspur,29-08-2025 13:00:00,22.08815,82.13737,PM2.5,13,39,24
Chhattisgarh,Chhal,29-08-2025 13:00:00,22.118125,83.140608,NO2,27,68,45
Chhattisgarh,Chhal,29-08-2025 13:00:00,22.118125,83.140608,CO,10,32,29
Chhattisgarh,Kunjemura,29-08-2025 13:00:00,22.12665,83.483212,SO2,1,6,4
Chhattisgarh,Kunjemura,29-08-2025 13:00:00,22.12665,83.483212,OZONE,3,7,5
Chhattisgarh,Milupara,29-08-2025 13:00:00,22.1910172,83.5197009,NO2,7,25,15
Chhattisgarh,Milupara,29-08-2025 13:00:00,22.1910172,83.5197009,NH3,NA,NA,NA
Chhattisgarh,Raipur,29-08-2025 13:00:00,21.237755,81.705301,PM2.5,3,22,10
Chhattisgarh,Raipur,29-08-2025 13:00:00,21.237755,81.705301,PM10,6,30,13
Chhattisgarh,Raipur,29-08-2025 13:00:00,21.237755,81.705301,OZONE,8,13,10
Chhattisgarh,Raipur,29-08-2025 13:00:00,21.371751,81.664929,PM2.5,4,44,15
Delhi,Delhi,29-08-2025 13:00:00,28.815329,77.15301,PM10,31,115,87
Delhi,Delhi,29-08-2025 13:00:00,28.815329,77.15301,NH3,11,13,11
Delhi,Delhi,29-08-2025 13:00:00,28.647622,77.315809,NO2,14,66,29
Chandigarh,Chandigarh,29-08-2025 13:00:00,30.751462,76.762879,OZONE,25,314,25
Chandigarh,Chandigarh,29-08-2025 13:00:00,30.719859,76.738637,PM2.5,3,65,28
Chhattisgarh,Bhilai,29-08-2025 13:00:00,21.194815,81.31477,NH3,3,4,3
Chhattisgarh,Bhilai,29-08-2025 13:00:00,21.224231,81.40835,PM2.5,4,30,16
Delhi,Delhi,29-08-2025 13:00:00,28.647622,77.315809,OZONE,6,33,12
Delhi,Delhi,29-08-2025 13:00:00,28.7762,77.051074,PM2.5,40,143,93
Delhi,Delhi,29-08-2025 13:00:00,28.7256504,77.2011573,CO,4,34,11
Delhi,Delhi,29-08-2025 13:00:00,28.5504249,77.2159377,NH3,8,11,10
Delhi,Delhi,29-08-2025 13:00:00,28.710508,77.249485,NH3,7,10,8
Delhi,Delhi,29-08-2025 13:00:00,28.531346,77.190156,PM2.5,20,65,46
Delhi,Delhi,29-08-2025 13:00:00,28.531346,77.190156,NO2,11,42,24
Delhi,Delhi,29-08-2025 13:00:00,28.531346,77.190156,NH3,5,8,7
Delhi,Delhi,29-08-2025 13:00:00,28.531346,77.190156,CO,26,80,43
Delhi,Delhi,29-08-2025 13:00:00,28.531346,77.190156,OZONE,6,25,11
Delhi,Delhi,29-08-2025 13:00:00,28.672342,77.31526,PM10,47,112,94
Delhi,Delhi,29-08-2025 13:00:00,28.672342,77.31526,CO,22,50,31
Delhi,Delhi,29-08-2025 13:00:00,28.699793,77.165453,PM2.5,58,257,135
Delhi,Delhi,29-08-2025 13:00:00,28.5710274,77.0719006,OZONE,24,77,25
Delhi,Delhi,29-08-2025 13:00:00,28.5627763,77.1180053,NO2,39,78,59
Delhi,Delhi,29-08-2025 13:00:00,28.6811736,77.3025234,PM2.5,32,96,45
Delhi,Delhi,29-08-2025 13:00:00,28.6811736,77.3025234,NH3,3,12,6
Delhi,Delhi,29-08-2025 13:00:00,28.6811736,77.3025234,CO,12,100,74
Delhi,Delhi,29-08-2025 13:00:00,28.628624,77.24106,CO,36,80,53
Delhi,Delhi,29-08-2025 13:00:00,28.73282,77.170633,PM10,47,411,165
Delhi,Delhi,29-08-2025 13:00:00,28.58028,77.233829,SO2,3,13,8
Delhi,Delhi,29-08-2025 13:00:00,28.588333,77.221667,NO2,76,125,94
Delhi,Delhi,29-08-2025 13:00:00,28.588333,77.221667,SO2,6,14,10
Delhi,Delhi,29-08-2025 13:00:00,28.611281,77.237738,OZONE,1,53,8
Delhi,Delhi,29-08-2025 13:00:00,28.636429,77.201067,NH3,3,4,3
Delhi,Delhi,29-08-2025 13:00:00,28.636429,77.201067,SO2,8,23,14
Delhi,Delhi,29-08-2025 13:00:00,28.684678,77.076574,NO2,14,66,42
Delhi,Delhi,29-08-2025 13:00:00,28.684678,77.076574,SO2,8,11,8
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.107969,72.574648,CO,20,47,31
Gujarat,Ahmedabad,29-08-2025 13:00:00,22.977134,72.553024,NO2,42,65,56
Gujarat,Ahmedabad,29-08-2025 13:00:00,22.977134,72.553024,OZONE,16,21,17
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.002657,72.591912,PM10,27,122,79
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.002657,72.591912,OZONE,19,47,30
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.020509,72.579261,OZONE,2,11,6
Delhi,Delhi,29-08-2025 13:00:00,28.5512005,77.2735737,CO,16,50,27
Delhi,Delhi,29-08-2025 13:00:00,28.656756,77.227234,PM2.5,37,78,56
Delhi,Delhi,29-08-2025 13:00:00,28.656756,77.227234,OZONE,4,51,9
Delhi,Delhi,29-08-2025 13:00:00,28.7500499,77.1112615,PM10,42,115,88
Delhi,Delhi,29-08-2025 13:00:00,28.7500499,77.1112615,NO2,49,71,70
Delhi,Delhi,29-08-2025 13:00:00,28.7500499,77.1112615,NH3,9,10,9
Delhi,Delhi,29-08-2025 13:00:00,28.60909,77.0325413,NO2,6,47,28
Delhi,Delhi,29-08-2025 13:00:00,28.60909,77.0325413,SO2,2,21,10
Delhi,Delhi,29-08-2025 13:00:00,28.56789,77.250515,NH3,3,7,4
Delhi,Delhi,29-08-2025 13:00:00,28.56789,77.250515,SO2,3,17,12
Delhi,Delhi,29-08-2025 13:00:00,28.56789,77.250515,OZONE,27,88,39
Delhi,Delhi,29-08-2025 13:00:00,28.639652,77.146275,SO2,11,21,16
Delhi,Delhi,29-08-2025 13:00:00,28.63611,77.173332,PM2.5,16,160,65
Delhi,Delhi,29-08-2025 13:00:00,28.563262,77.186937,PM2.5,52,305,167
Delhi,Delhi,29-08-2025 13:00:00,28.732528,77.11992,CO,8,34,13
Delhi,Delhi,29-08-2025 13:00:00,28.6573814,77.1585447,OZONE,3,95,10
Delhi,Delhi,29-08-2025 13:00:00,28.530785,77.271255,NH3,6,8,7
Delhi,Delhi,29-08-2025 13:00:00,28.699793,77.165453,CO,8,46,22
Delhi,Delhi,29-08-2025 13:00:00,28.699793,77.165453,OZONE,1,21,10
Karnataka,Bengaluru,29-08-2025 13:00:00,12.920984,77.584908,PM2.5,NA,NA,NA
Karnataka,Bengaluru,29-08-2025 13:00:00,12.920984,77.584908,NH3,1,1,1
Karnataka,Bengaluru,29-08-2025 13:00:00,12.920984,77.584908,OZONE,20,60,30
Karnataka,Bengaluru,29-08-2025 13:00:00,12.7816279,77.6299145,CO,32,33,32
Karnataka,Bengaluru,29-08-2025 13:00:00,12.7816279,77.6299145,OZONE,20,22,21
Karnataka,Bengaluru,29-08-2025 13:00:00,13.0270199,77.494094,OZONE,24,26,25
Karnataka,Bengaluru,29-08-2025 13:00:00,12.921418,77.502466,PM10,NA,NA,NA
Karnataka,Bengaluru,29-08-2025 13:00:00,12.921418,77.502466,NO2,NA,NA,NA
Karnataka,Bengaluru,29-08-2025 13:00:00,12.921418,77.502466,NH3,NA,NA,NA
Karnataka,Bengaluru,29-08-2025 13:00:00,12.921418,77.502466,SO2,NA,NA,NA
Karnataka,Bengaluru,29-08-2025 13:00:00,12.990328,77.5431385,NO2,NA,NA,NA
Karnataka,Koppal,29-08-2025 13:00:00,15.34763,76.181767,CO,54,61,55
Karnataka,Madikeri,29-08-2025 13:00:00,12.415911,75.73505,NH3,NA,NA,NA
Karnataka,Madikeri,29-08-2025 13:00:00,12.415911,75.73505,OZONE,4,6,5
Karnataka,Mangalore,29-08-2025 13:00:00,12.88925,74.853,NO2,13,18,16
Karnataka,Mangalore,29-08-2025 13:00:00,12.88925,74.853,OZONE,5,37,22
Karnataka,Mysuru,29-08-2025 13:00:00,12.21041,76.37376,NH3,2,7,5
Karnataka,Mysuru,29-08-2025 13:00:00,12.21041,76.37376,SO2,3,30,9
Karnataka,Ramanagara,29-08-2025 13:00:00,12.733409,77.298051,PM2.5,9,20,14
Karnataka,Bengaluru,29-08-2025 13:00:00,13.0246342,77.5080115,SO2,6,9,7
Karnataka,Bengaluru,29-08-2025 13:00:00,12.917348,77.622813,NO2,4,15,10
Karnataka,Chikkaballapur,29-08-2025 13:00:00,13.428828,77.731418,PM2.5,2,20,12
Karnataka,Chikkaballapur,29-08-2025 13:00:00,13.428828,77.731418,NO2,11,22,15
Karnataka,Chikkaballapur,29-08-2025 13:00:00,13.428828,77.731418,NH3,1,2,2
Karnataka,Chikkamagaluru,29-08-2025 13:00:00,13.328028,75.797056,SO2,1,4,2
Karnataka,Chikkamagaluru,29-08-2025 13:00:00,13.328028,75.797056,OZONE,10,41,32
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.04307,72.562968,CO,30,68,42
Gujarat,Ankleshwar,29-08-2025 13:00:00,21.613267,73.010555,NH3,7,8,7
Gujarat,Ankleshwar,29-08-2025 13:00:00,21.613267,73.010555,OZONE,45,51,47
Gujarat,Gandhinagar,29-08-2025 13:00:00,23.163798,72.677768,PM2.5,6,55,23
Gujarat,Gandhinagar,29-08-2025 13:00:00,23.163798,72.677768,OZONE,4,16,10
Gujarat,Surat,29-08-2025 13:00:00,21.170046,72.795405,PM2.5,12,48,25
Jharkhand,Dhanbad,29-08-2025 13:00:00,23.80569,86.44268,CO,4,76,35
Karnataka,Bagalkot,29-08-2025 13:00:00,16.172806,75.659694,NO2,9,10,9
Karnataka,Bagalkot,29-08-2025 13:00:00,16.172806,75.659694,NH3,1,2,1
Karnataka,Bagalkot,29-08-2025 13:00:00,16.172806,75.659694,SO2,7,7,7
Karnataka,Belgaum,29-08-2025 13:00:00,15.888653,74.541751,NO2,1,83,17
Karnataka,Belgaum,29-08-2025 13:00:00,15.888653,74.541751,NH3,1,13,5
Karnataka,Belgaum,29-08-2025 13:00:00,15.888653,74.541751,CO,12,19,18
Karnataka,Bengaluru,29-08-2025 13:00:00,12.9135218,77.5950804,PM10,67,69,68
Karnataka,Bengaluru,29-08-2025 13:00:00,12.9135218,77.5950804,NO2,23,24,23
Karnataka,Bengaluru,29-08-2025 13:00:00,12.951913,77.539784,PM10,3,48,21
Karnataka,Bengaluru,29-08-2025 13:00:00,12.951913,77.539784,NH3,1,1,1
Karnataka,Bengaluru,29-08-2025 13:00:00,12.938539,77.5901,NO2,5,29,12
Karnataka,Bengaluru,29-08-2025 13:00:00,12.938539,77.5901,NH3,1,2,1
Karnataka,Bengaluru,29-08-2025 13:00:00,12.938539,77.5901,OZONE,2,27,16
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.016834,72.625775,SO2,12,24,16
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.041137,72.456691,PM10,11,131,55
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.041137,72.456691,NO2,23,31,26
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.076793,72.627874,PM2.5,7,31,17
Gujarat,Ahmedabad,29-08-2025 13:00:00,23.04307,72.562968,PM2.5,14,48,27
Karnataka,Dharwad,29-08-2025 13:00:00,15.459706,75.008381,CO,18,44,22
Karnataka,Kalaburagi,29-08-2025 13:00:00,17.321993,76.822628,NH3,1,1,1
Karnataka,Kalaburagi,29-08-2025 13:00:00,17.336318,76.847397,NO2,10,16,13
Karnataka,Karwar,29-08-2025 13:00:00,14.816666,74.141003,PM2.5,3,163,20
Gujarat,Vapi,29-08-2025 13:00:00,20.362421,72.918013,PM10,42,130,78
Gujarat,Vapi,29-08-2025 13:00:00,20.362421,72.918013,NH3,10,10,10
Gujarat,Vatva,29-08-2025 13:00:00,22.969611,72.6435,PM10,52,114,83
Haryana,Panchgaon,29-08-2025 13:00:00,28.3153,76.9143,PM10,16,188,74
Haryana,Panchgaon,29-08-2025 13:00:00,28.3153,76.9143,NO2,7,23,14
Kerala,Thiruvananthapuram,29-08-2025 13:00:00,8.5149093,76.9435879,CO,5,34,10
Kerala,Thrissur,29-08-2025 13:00:00,10.5324,76.2159,OZONE,28,29,28
Madhya Pradesh,Bhopal,29-08-2025 13:00:00,23.264759,77.381568,PM2.5,15,37,26
Madhya Pradesh,Bhopal,29-08-2025 13:00:00,23.264759,77.381568,NO2,10,36,18
Madhya Pradesh,Bhopal,29-08-2025 13:00:00,23.233584,77.400574,CO,10,109,24
Madhya Pradesh,Damoh,29-08-2025 13:00:00,23.81748678,79.446246,PM2.5,NA,NA,NA
Madhya Pradesh,Damoh,29-08-2025 13:00:00,23.81748678,79.446246,PM10,NA,NA,NA
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.7289,75.8076,CO,5,6,5
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.431,75.5213,PM2.5,28,67,48
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.7524,75.8872,CO,15,27,23
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.678,75.8559,OZONE,6,7,6
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.7084,75.8815,PM2.5,8,27,17
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.7084,75.8815,NO2,12,18,15
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.7084,75.8815,SO2,35,39,37
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.7084,75.8815,OZONE,10,12,11
Maharashtra,Amravati,29-08-2025 13:00:00,20.939198,77.765701,CO,30,40,34
Maharashtra,Aurangabad,29-08-2025 13:00:00,19.87562,75.38731,PM10,26,42,32
Maharashtra,Aurangabad,29-08-2025 13:00:00,19.8389439,75.244448,NO2,14,23,18
Maharashtra,Aurangabad,29-08-2025 13:00:00,19.8389439,75.244448,CO,6,113,19
Maharashtra,Aurangabad,29-08-2025 13:00:00,19.863756,75.321188,CO,14,27,18
Maharashtra,Badlapur,29-08-2025 13:00:00,19.16485,73.23409,OZONE,13,39,15
Karnataka,Shivamogga,29-08-2025 13:00:00,13.94,75.555917,CO,20,46,38
Karnataka,Tumakuru,29-08-2025 13:00:00,13.377516,77.099072,NH3,NA,NA,NA
Karnataka,Tumakuru,29-08-2025 13:00:00,13.377516,77.099072,CO,19,30,26
Karnataka,Tumakuru,29-08-2025 13:00:00,13.377516,77.099072,OZONE,14,15,15
Karnataka,Vijayapura,29-08-2025 13:00:00,16.802639,75.722694,PM10,43,44,44
Karnataka,Vijayapura,29-08-2025 13:00:00,16.802639,75.722694,NH3,1,2,1
Karnataka,Yadgir,29-08-2025 13:00:00,16.7602,77.1428,PM10,8,38,23
Madhya Pradesh,Jabalpur,29-08-2025 13:00:00,23.163174,79.973061,SO2,23,103,37
Madhya Pradesh,Jabalpur,29-08-2025 13:00:00,23.168606,79.932247,NO2,20,44,28
Madhya Pradesh,Jabalpur,29-08-2025 13:00:00,23.168606,79.932247,CO,6,63,33
Madhya Pradesh,Jabalpur,29-08-2025 13:00:00,23.218135,79.95777,NO2,16,40,25
Madhya Pradesh,Jabalpur,29-08-2025 13:00:00,23.218135,79.95777,CO,8,40,13
Madhya Pradesh,Katni,29-08-2025 13:00:00,23.50016,80.23284,NH3,2,3,3
Madhya Pradesh,Katni,29-08-2025 13:00:00,23.50016,80.23284,CO,4,37,29
Madhya Pradesh,Dewas,29-08-2025 13:00:00,22.9682591,76.064118,SO2,14,89,49
Madhya Pradesh,Dewas,29-08-2025 13:00:00,22.9682591,76.064118,CO,8,28,16
Madhya Pradesh,Gwalior,29-08-2025 13:00:00,26.259242,78.216432,PM10,46,143,98
Madhya Pradesh,Gwalior,29-08-2025 13:00:00,26.200388,78.147714,PM10,23,57,39
Madhya Pradesh,Gwalior,29-08-2025 13:00:00,26.200388,78.147714,NH3,1,2,2
Madhya Pradesh,Indore,29-08-2025 13:00:00,22.7289,75.8076,PM2.5,5,18,10
Madhya Pradesh,Singrauli,29-08-2025 13:00:00,24.10897,82.64558,SO2,11,35,23
Maharashtra,Akola,29-08-2025 13:00:00,20.719516,77.000253,PM2.5,12,33,23
Maharashtra,Akola,29-08-2025 13:00:00,20.719516,77.000253,NO2,16,25,21
Maharashtra,Amravati,29-08-2025 13:00:00,20.9402359,77.7895248,PM10,16,54,32
Maharashtra,Amravati,29-08-2025 13:00:00,20.9402359,77.7895248,NO2,3,13,6
Kerala,Kannur,29-08-2025 13:00:00,11.875,75.3732,PM2.5,NA,NA,NA
Kerala,Kollam,29-08-2025 13:00:00,8.8787,76.6073,SO2,2,3,2
Kerala,Thiruvananthapuram,29-08-2025 13:00:00,8.5637,76.8865,NO2,6,7,7
Kerala,Thiruvananthapuram,29-08-2025 13:00:00,8.5637,76.8865,CO,28,60,40
Kerala,Thiruvananthapuram,29-08-2025 13:00:00,8.5637,76.8865,OZONE,36,36,36
Madhya Pradesh,Mandideep,29-08-2025 13:00:00,23.10844,77.511428,NO2,16,64,35
Madhya Pradesh,Sagar,29-08-2025 13:00:00,23.838586,78.759431,NH3,1,1,1
Maharashtra,Mumbai,29-08-2025 13:00:00,19.0632143,72.8456324,PM2.5,16,98,43
Maharashtra,Mumbai,29-08-2025 13:00:00,19.0632143,72.8456324,NO2,NA,NA,NA
Maharashtra,Mumbai,29-08-2025 13:00:00,19.0632143,72.8456324,SO2,3,4,3
Maharashtra,Mumbai,29-08-2025 13:00:00,19.0632143,72.8456324,CO,2,32,15
Maharashtra,Mumbai,29-08-2025 13:00:00,19.1653323,72.922099,OZONE,4,25,11
Maharashtra,Mumbai,29-08-2025 13:00:00,19.0863,72.8888,PM2.5,43,67,53
Maharashtra,Mumbai,29-08-2025 13:00:00,19.0863,72.8888,NH3,1,1,1
Maharashtra,Mumbai,29-08-2025 13:00:00,18.96702,72.84214,NO2,17,47,33
Maharashtra,Bhiwandi,29-08-2025 13:00:00,19.309073,73.057223,PM2.5,19,61,40
Maharashtra,Boisar,29-08-2025 13:00:00,19.786089,72.757971,PM10,24,104,51
Maharashtra,Boisar,29-08-2025 13:00:00,19.786089,72.757971,CO,12,72,40
Maharashtra,Boisar,29-08-2025 13:00:00,19.786089,72.757971,OZONE,30,32,31
Maharashtra,Chandrapur,29-08-2025 13:00:00,19.9629,79.298714,NH3,2,2,2
Maharashtra,Chandrapur,29-08-2025 13:00:00,19.9775302,79.2337086,PM2.5,25,86,46
Maharashtra,Kolhapur,29-08-2025 13:00:00,16.7143745,74.2426398,PM2.5,10,24,16
Maharashtra,Latur,29-08-2025 13:00:00,18.39963,76.57452,PM10,9,21,14
Maharashtra,Mahad,29-08-2025 13:00:00,18.1023399,73.4783687,CO,14,34,28
Maharashtra,Malegaon,29-08-2025 13:00:00,20.555712,74.529236,NO2,3,14,9
Maharashtra,Malegaon,29-08-2025 13:00:00,20.555712,74.529236,NH3,4,6,5
Maharashtra,Mumbai,29-08-2025 13:00:00,19.1375,72.915056,SO2,15,15,15
Maharashtra,Mumbai,29-08-2025 13:00:00,19.1375,72.915056,OZONE,9,9,9
Maharashtra,Mumbai,29-08-2025 13:00:00,19.000084,72.85673,PM10,NA,NA,NA
Maharashtra,Mumbai,29-08-2025 13:00:00,19.000084,72.85673,NH3,NA,NA,NA
Maharashtra,Mumbai,29-08-2025 13:00:00,19.000084,72.85673,OZONE,3,3,3
Maharashtra,Mumbai,29-08-2025 13:00:00,19.060498,72.923356,PM10,NA,NA,NA
Maharashtra,Mira-Bhayandar,29-08-2025 13:00:00,19.296481,72.840923,PM2.5,13,39,26
Maharashtra,Mumbai,29-08-2025 13:00:00,19.053536,72.84643,PM2.5,11,97,37
Maharashtra,Mumbai,29-08-2025 13:00:00,19.053536,72.84643,NO2,2,127,13
Maharashtra,Mumbai,29-08-2025 13:00:00,19.065931,72.862131,NO2,13,28,20
Maharashtra,Mumbai,29-08-2025 13:00:00,18.9767,72.838,NH3,1,12,6
Maharashtra,Mumbai,29-08-2025 13:00:00,19.11074,72.86084,NH3,1,2,1
Maharashtra,Mumbai,29-08-2025 13:00:00,19.10078,72.87462,NH3,1,2,1
Maharashtra,Mumbai,29-08-2025 13:00:00,19.10078,72.87462,SO2,20,21,20
Maharashtra,Dhule,29-08-2025 13:00:00,20.918946,74.776388,NO2,NA,NA,NA
Maharashtra,Jalgaon,29-08-2025 13:00:00,21.001264,75.565602,OZONE,17,43,21
Maharashtra,Jalna,29-08-2025 13:00:00,19.854616,75.905894,NH3,3,4,3
Maharashtra,Mumbai,29-08-2025 13:00:00,19.083694,72.920967,CO,7,38,11
Maharashtra,Mumbai,29-08-2025 13:00:00,19.2058,72.8682,SO2,NA,NA,NA
Maharashtra,Mumbai,29-08-2025 13:00:00,19.2058,72.8682,CO,12,14,13
Maharashtra,Mumbai,29-08-2025 13:00:00,19.175,72.9419,PM2.5,28,64,41
Maharashtra,Mumbai,29-08-2025 13:00:00,19.175,72.9419,NO2,11,12,12
Maharashtra,Nagpur,29-08-2025 13:00:00,21.14472,79.107595,OZONE,8,14,9
Maharashtra,Nagpur,29-08-2025 13:00:00,21.152875,79.0517531,SO2,1,11,4
Maharashtra,Nagpur,29-08-2025 13:00:00,21.152875,79.0517531,OZONE,3,9,4
Maharashtra,Nagpur,29-08-2025 13:00:00,21.143383,79.048912,PM2.5,14,75,43
Maharashtra,Nagpur,29-08-2025 13:00:00,21.143383,79.048912,NH3,1,5,2
Maharashtra,Nanded,29-08-2025 13:00:00,19.173852,77.296291,CO,NA,NA,NA
Maharashtra,Nashik,29-08-2025 13:00:00,20.0073285,73.7762427,NO2,5,5,5
Maharashtra,Nashik,29-08-2025 13:00:00,20.0073285,73.7762427,NH3,2,2,2
Maharashtra,Nashik,29-08-2025 13:00:00,20.021503,73.813844,PM10,27,67,40
